hotel_name,review_summary,review_p1,review_p2,score,Location_score,Cleanliness_score,Service_score,Value_score
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Food,"Yeah, first of all everyday i tasted so much delicious food made by subarna biswas,she is a good chef.harish and deeraj are real hardworkers among them.the names i mentioned here,i felt real gratitude showing towards to each and every individual who comes to eat here.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,An Excellent Staycation!,"Let me preface this by saying that my wife and I love travelling. But in this Godforsaken year, it has become impossible to travel. So when I was looking for something for my wife’s b’day, I stumbled upon the Staycation packages by Marriot Bonvoy. I found a fantastic deal which was too good to pass and we opted for a Staycation at the Ritz-Carlton, Bangalore.  We had heard about its great services and facilities and let me tell you, we could see right from the time we entered, why everyone raves about this property. We filled a quick form and were promptly escorted to our rooms. Keeping in mind the Covid crisis, the hotel ensured that the rooms were absolutely clean and apparently, locked after cleaning, thus dissuading anyone else from entering. The hotel also provided hand",…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Woundful stay,I stayed for 3 day in the hotel the staff delivery good experience with good ambience and good stay with woundful room front desk staff were very kind.Thankyou once again all the Sheraton family will visit again soon,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent place to be.,"Amazing Food ,excellent service, very well maintained property. The executive chef is very very good in his Job ,he understands your food needs and gives various choices.  Excellent pool side restaurant. House keeping staff is very attentive.  Front office is very quick to respond to all  the requests.  Overall perfect stay.  Overall excellent hotel.  ",…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
The Ritz-Carlton,Enjoyed it!!!,I literally love this hotel. No words to describe their hospitality!!! Who makes the difference here is the staff at the Ritz Carlton! Mohan from IRD should be given recognition. He is so good with the guest. He makes them feel special. Thank you Ritz! Looking forward to come back again.,…,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
